gamma,net_arch,log_prob_loss,target_log_probs,target_back_probs,reward_type,adv_coef,horizon,n_epochs,policy_name,n_traj,temp,n_trials,n_states,lr,val_coef,hard,use_returns,use_z,kl_coef,use_scheduler,scores_mean,scores_std,correls_mean,correls_std
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,True,False,1.0,False,0.5033576576859289,0.4055067744433763,0.49427675599572185,0.1367123949342217
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,True,False,1.0,False,0.47338615681236895,0.43085204965943535,0.44917850116082053,0.2344451941041258
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,True,False,1.0,False,0.12377650862294157,0.12284473346379357,0.13448326257288218,0.4791742768998765
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,0.6689051051239527,0.40550677444337635,0.6679290057380375,0.33442671264288815
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,0.8071481179181991,0.38381074726943043,0.6896510588434308,0.17644882311328683
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,False,True,1.0,False,1.0,0.0,0.7870574953624252,0.13409219580267043
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,0.8344525525619764,0.3310948948760474,0.7405241597941616,0.2724783548716698
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,0.3098752224676434,0.34738191219129577,0.3832079057508063,0.2911225245080037
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,0.8344525525619764,0.3310948948760474,0.8507616154403461,0.12104941658125817
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.14506186688590791,0.05439123713362052,0.37680607560475915,0.14585251733926205
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.11411412109841693,0.06771786591846106,0.026064789261702283,0.18148293997065792
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.4800152005386097,0.4254664868919369,0.317445398785833,0.133525332270599
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.1584446183925321,0.027615559088217556,-0.254584632482133,0.28774222650061937
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.2914729757896191,0.3577686535616963,0.25019936321232816,0.3332230903346625
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,1.0,0.0,0.8420827250934778,0.025777894062911172
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.14383692433576195,0.05682932179840253,-0.4153326510081173,0.18492474326041036
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,1.0,0.0,0.8929143332937249,0.029072184206229285
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.17224827794038897,1.5934620102929854e-05,0.17747437066091357,0.2686543975715956
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,True,False,1.0,False,0.1435111256687206,0.05747917723207033,-0.01689452197582198,0.3061509404764195
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,True,False,1.0,False,0.4002540610376202,0.33860468517054954,0.30927637072325564,0.2853337414520357
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.17226276280988162,0.0,-0.3749107447168996,0.13960631255964506
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.552281974537104,0.37190659027521716,0.15931081560970456,0.5400106496232352
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.09481312092646328,0.04450586804824955,0.0722172405533201,0.5638285174620575
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.1721682376101064,0.00015093426973870539,0.372406839571284,0.14087666552353384
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.1349959178543628,0.03514096539780669,-0.36958165527249315,0.4458539490237988
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.16176152510150074,0.020979631565255872,0.27253519223179123,0.3264096109588911
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.30747444803807056,0.3503098741266809,0.1184197818071028,0.3313458698212133
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.15666004996012783,0.031205425699507544,0.40904222176597893,0.20963028454723223
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.08712563427028998,0.06937696209425916,-0.2349738980657919,0.3867059431208105
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.2921449841547696,0.3583211360296002,0.32131793442166007,0.21237037402042602
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.17225230931648702,2.0906986789182013e-05,0.4310538278481194,0.18682945317724772
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.5031591345824444,0.40526375585157587,0.2197272731678634,0.20264725538738035
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.6688644344128957,0.40547357374592774,0.5639496549384769,0.24852700710677927
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.1715998227970715,0.0013003726548222333,-0.375669867293561,0.22243371533532894
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,True,False,1.0,False,0.33689022213372954,0.32925491864769585,0.21714871584963458,0.16978588648216478
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,0.1203398821859603,0.07983592986872655,0.4779060270259789,0.32726924565036175
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,0.8344525525619764,0.3310948948760474,0.7512224138315026,0.19403449893016098
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,0.46325943195642943,0.4399975978066642,0.40135782774672385,0.315880040867042
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,0.8344525525619764,0.3310948948760474,0.7614752078126835,0.16333256556401582
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,0.47800778025355034,0.42830291034872686,0.5040586384187903,0.2594090489977372
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.1687809755298497,0.0069343688916955045,0.1005399095810744,0.111073279681773
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,True,False,1.0,False,0.27549485749482433,0.3639155224678186,-0.053742879666130595,0.4349395066652509
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.16843792652086392,0.007634782211110551,0.23127461382408837,0.1342165293641558
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.1722471897458915,2.0376219368787627e-05,0.11018963495291831,0.22520375587398705
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,False,True,1.0,False,0.6376154353581847,0.4436567011976153,0.4078707852324337,0.32416124913630506
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,1.0,0.0,0.7984652888992857,0.02681141680434185
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.1418080187805454,0.06088605837875576,0.10059053040691893,0.3033517257533689
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,0.2679119903028601,0.28862076969366235,-0.46036925119733263,0.4191868215696826
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.17224842048747857,1.4674908613667394e-05,0.03940792153139576,0.14295024738788087
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.17223157537008818,4.072999066495015e-05,0.1041777704310191,0.09154730405712762
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.15525236051520347,0.03400864964354801,0.08683818414127943,0.14107488547350175
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,True,False,1.0,False,0.17226276280988162,0.0,0.4300444434868836,0.2618919342033146
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.17226276280988162,0.0,0.19275386491727975,0.13254501172275843
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.1722534347097811,1.8656200201028206e-05,0.13233889647734065,0.07144773082404554
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,True,False,1.0,False,0.653302392274199,0.425332174217834,0.7499958358495349,0.12986926680172378
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.17225240309645265,2.0719426857962465e-05,0.22817068299412427,0.13824790549257196
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,True,False,1.0,False,0.15935230566397013,0.025800269940020673,0.12126561873606338,0.15496604425647015
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.1722576392751473,1.0247069468594106e-05,0.23481416125899518,0.05181003320239088
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.5033563195457511,0.405507867037616,0.37376035846920963,0.33814825415253214
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.3786622809240049,0.32058303773142605,0.4107549287705636,0.17456797160780885
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.17224915135491095,1.829030104472764e-05,0.18201033102746383,0.18629260974669573
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.172252617754829,1.275511560574994e-05,0.22884126699378876,0.16297693332214022
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.3378102102479053,0.3310948948760474,0.4567772310069319,0.2758210952487384
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.17112611571084557,0.002273294198072107,0.3949693003980937,0.2412080763147607
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.9989382419695694,0.002080693901633242,0.39418589875159854,0.11436679940779745
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.1349357581630989,0.04672945790259839,0.28245978666314897,0.49650242570967973
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.637699679424445,0.44372545952843945,0.44222353407973997,0.3488260957269641
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,0.5032379541494498,0.4053601827642776,0.8012710230515673,0.11409908345342981
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,0.6689051051239527,0.4055067744433763,0.7110323875325069,0.23087946325536615
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,0.8344525525619764,0.3310948948760474,0.788324429424202,0.22678130322992032
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.12382208088705457,0.059332533831848416,0.09526351941089291,0.08005841723235835
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,True,False,1.0,False,0.6688169460535189,0.40543482481311693,0.4005804252057172,0.1086179159203967
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,1.0,0.0,0.8026603401541491,0.19170441252698137
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,1.0,0.0,0.9090353396973528,0.012899982641157656
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,0.37166247292783783,0.04520954181125788
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17224364993905011,2.3491379330534858e-05,-0.12999913354825268,0.109868397045063
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17225179087861184,1.9363896220898907e-05,-0.14185604190999487,0.10120622638476065
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,0.17226276280988162,0.0,0.2799960316423782,0.3897935289115427
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17224637842724544,2.208629662094456e-05,0.33619274274720085,0.1637156438474727
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,0.37785446463113487,0.08267746685100558
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,-0.2219573212494712,0.13522402313212803
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,0.8039799596733943,0.3917880965399934,0.7236067583224772,0.2704734741471679
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17225463357918808,1.6258461387064214e-05,-0.31241893953958605,0.13598349153406072
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17225902198986595,7.481640031326009e-06,0.20820596425033172,0.18051811731614842
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,True,False,1.0,False,0.15665894435514033,0.031204872970461595,0.3095188827121011,0.22924509691353345
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,0.4070892658230272,0.06804514918793926
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,-0.3342857782182181,0.06728899851727115
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,0.21300923478915018,0.09834669921452373
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.2791286111465907,0.36636863408676673,0.2307262511202462,0.3841002336563775
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,-0.3079974895314027,0.09860528518066596
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.14251689142207644,0.059475968085217136,0.048308902924505785,0.1497285504518623
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.6390351819432021,0.44460536500274683,0.5771368461542112,0.2985025948035286
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.14172571701635922,0.06106524979515061,-0.20366699871476462,0.3095547488386686
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,True,False,1.0,False,0.9997018967861238,0.00043464685524546,0.7298669028124671,0.22679543495356044
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,-0.37707809070428877,0.1025618070978028
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.32201408565623024,0.33985518997371156,0.1973744537785453,0.21578886710943906
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.3378102102479053,0.3310948948760474,0.2550235420165964,0.2728900333320252
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,True,False,1.0,False,0.14423561027014692,0.055988693247546524,0.15138915757513055,0.12197809213258749
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,-0.3149631428490332,0.1786876708856847
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.14677168179790578,0.05095165194852668,-0.04535987494449414,0.21984276429053506
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,True,False,1.0,False,0.45654951913666764,0.44372545952843945,0.18781079692097052,0.5848872789301398
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,0.1244822425578223,0.05885142007705904,-0.001331763382502349,0.22092183861115997
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,0.8344525525619764,0.3310948948760474,0.7389409895250159,0.25330165718967845
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,0.10904652063118818,0.05618423723523553,-0.3654975126725982,0.24446854648900498
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,False,True,1.0,False,0.17226276280988162,0.0,0.322251546796938,0.21375765903151098
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,0.48775494483617515,0.4192153144317363,0.17210729546273124,0.35714231501735255
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.13249406941700886,0.05050608558392839,-0.3234661544351071,0.2793659594888263
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,0.17226136755627744,2.7905072083611593e-06,0.381280445196391,0.3790085128990051
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.24133659798004423,0.3796008180302474,0.3441541591489531,0.33778576227024015
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.09520568462588895,0.06359457551289355,0.02513593110519722,0.3073693759257111
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.1417432920806795,0.0610371463477993,0.15488173646655037,0.2754031689742694
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.15664576160730942,0.031198286751397557,-0.12967306641610324,0.34045391073554704
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.15310844819876407,0.03815831671114215,0.10658066448383323,0.3612694779849067
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.1084670692986888,0.06804405687688025,-0.15923104253374318,0.460892694741051
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,1.0,0.0,0.7940186482143181,0.04203308880515913
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.09618384147837143,0.06731213579991221,0.007204645763121254,0.23500178295944268
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.10019396824594382,0.05542922584857473,0.3187154111718226,0.2337132271158744
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.09867607540110404,0.05628529276506018,0.1627235504888628,0.2440848440320338
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.14140709200743445,0.06168377570866112,0.04846538353315055,0.40189266745600694
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.08909719715782027,0.06826361995189927,-0.13025409539716973,0.3321370592670121
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,0.17226276280988162,0.0,0.47101294488585044,0.1308528922793625
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.6689051051239527,0.4055067744433763,0.6083299819661436,0.24576714035873748
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.3378075707845144,0.33109621464719563,0.3692049290616845,0.2836812641372348
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.15995041857962872,0.02459131221412106,0.22089413359909837,0.26089841592405866
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.11345529084138828,0.07217764382920504,0.018690061832897474,0.3593649660873231
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.33769930254297165,0.3308730794661801,0.2677205743739636,0.22575462904500362
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.6687480121611695,0.40537861003791287,0.36233600277267464,0.19088982718049494
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.6411168482213825,0.44164253205347,0.506115584311501,0.1935524206089726
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.5033576576859289,0.4055067744433763,0.48813392151712004,0.2877797923974694
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,False,1.0,False,0.09109330561654183,0.06623056762803926,-0.08847689016743807,0.2285600390322642
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.5033576576859291,0.40550677444337635,0.593606612395511,0.18090084580908955
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,False,1.0,False,0.5033576576859289,0.4055067744433763,0.5450978472330551,0.2136830009857925
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,False,1.0,False,0.1523337375778935,0.03983258419592732,0.3550753072457623,0.25788930486035994
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,False,1.0,False,0.6688123444025527,0.4054310710035379,0.5742303832785612,0.22385945812392774
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,False,1.0,False,1.0,0.0,0.9205616742356317,0.024918019699206637
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,False,1.0,False,0.8344525525619764,0.3310948948760474,0.6868190623691978,0.2547030943235914
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,False,1.0,False,1.0,0.0,0.8985476175334401,0.030968467383578523
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,False,1.0,False,0.17226240378645985,7.18046843528608e-07,0.5198944355561878,0.1387484276784076
